,Date,Value,Payload,Daily_Gain,Missing_Price,No_Tradable_Day,Market_Out,Change (%),Cum_Gain
28,1999-12-09,20.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-875.0,False,False,False,-0.23913043478260865,-1700.0
29,1999-12-10,-40.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-300.0,False,False,False,-0.6571428571428571,-2000.0
30,1999-12-13,-165.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-625.0,False,False,False,1.0833333333333335,-2625.0
31,1999-12-14,-180.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-75.0,False,False,False,-0.88,-2700.0
32,1999-12-15,-135.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",225.0,False,False,False,-4.0,-2475.0
33,1999-12-16,-35.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",500.0,False,False,False,1.2222222222222223,-1975.0
34,1999-12-17,-170.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-675.0,False,False,False,-2.35,-2650.0
35,1999-12-20,-165.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",25.0,False,False,False,-1.037037037037037,-2625.0
36,1999-12-21,-170.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-25.0,False,False,False,-2.0,-2650.0
37,1999-12-22,-110.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",300.0,False,False,False,-13.0,-2350.0
38,1999-12-23,-160.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-250.0,False,False,False,-1.8333333333333335,-2600.0
39,1999-12-24,-160.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,-2600.0
40,1999-12-27,-136.99999999999818,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",115.0000000000091,False,False,False,inf,-2484.999999999991
41,1999-12-28,-136.99999999999818,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,-2484.999999999991
42,1999-12-29,490.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",3134.999999999991,False,False,False,inf,650.0
43,1999-12-30,755.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",1325.0,False,False,False,-0.577352472089313,1975.0
44,1999-12-31,755.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,1975.0
45,2000-01-03,755.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,,1975.0
46,2000-01-04,535.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-1100.0,False,False,False,-inf,875.0
47,2000-01-05,425.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-550.0,False,False,False,-0.5,325.0
48,2000-01-06,375.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-250.0,False,False,False,-0.5454545454545454,75.0
49,2000-01-07,195.0,"{'long_future': 'LTF00', 'short_future': 'LTF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-900.0,False,False,False,2.6,-825.0
50,2000-01-10,139.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'previous_long_future': 'LTF00', 'previous_short_future': 'LTF01', 'event': {'rolling_over': 1}, 'missing_price_flag': False, 'tradable_day': 0}",-280.0,False,False,False,-0.6888888888888889,-1105.0
51,2000-01-11,-47.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'previous_long_future': 'LTF00', 'previous_short_future': 'LTF01', 'event': {'rolling_over': 2}, 'missing_price_flag': False, 'tradable_day': 0}",-930.0,False,False,False,2.3214285714285716,-2035.0
52,2000-01-12,-171.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'previous_long_future': 'LTF00', 'previous_short_future': 'LTF01', 'event': {'rolling_over': 3}, 'missing_price_flag': False, 'tradable_day': 0}",-620.0,False,False,False,-0.33333333333333337,-2655.0
53,2000-01-13,-143.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'previous_long_future': 'LTF00', 'previous_short_future': 'LTF01', 'event': {'rolling_over': 4}, 'missing_price_flag': False, 'tradable_day': 0}",140.0,False,False,False,-1.2258064516129032,-2515.0
54,2000-01-14,-100.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'previous_long_future': 'LTF00', 'previous_short_future': 'LTF01', 'event': {'rolling_over': 5}, 'missing_price_flag': False, 'tradable_day': 0}",215.0,False,False,False,0.5357142857142858,-2300.0
55,2000-01-17,-65.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",175.0,False,False,False,-0.18604651162790697,-2125.0
56,2000-01-18,-35.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",150.0,False,False,False,-0.1428571428571429,-1975.0
57,2000-01-19,-25.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",50.0,False,False,False,-0.6666666666666667,-1925.0
58,2000-01-20,-60.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-175.0,False,False,False,-4.5,-2100.0
59,2000-01-21,-60.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,-2100.0
60,2000-01-24,-215.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-775.0,False,False,False,-inf,-2875.0
61,2000-01-25,-530.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-1575.0,False,False,False,1.032258064516129,-4450.0
62,2000-01-26,-385.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",725.0,False,False,False,-1.4603174603174602,-3725.0
63,2000-01-27,-410.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-125.0,False,False,False,-1.1724137931034484,-3850.0
64,2000-01-28,-380.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",150.0,False,False,False,-2.2,-3700.0
65,2000-01-31,-375.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",25.0,False,False,False,-0.8333333333333334,-3675.0
66,2000-02-01,-405.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-150.0,False,False,False,-7.0,-3825.0
67,2000-02-02,-390.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",75.0,False,False,False,-1.5,-3750.0
68,2000-02-03,-335.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",275.0,False,False,False,2.6666666666666665,-3475.0
69,2000-02-04,-395.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-300.0,False,False,False,-2.090909090909091,-3775.0
70,2000-02-07,-570.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-875.0,False,False,False,1.9166666666666665,-4650.0
71,2000-02-08,-515.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",275.0,False,False,False,-1.3142857142857143,-4375.0
72,2000-02-09,-635.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-600.0,False,False,False,-3.1818181818181817,-4975.0
73,2000-02-10,-580.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",275.0,False,False,False,-1.4583333333333333,-4700.0
74,2000-02-11,-630.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-250.0,False,False,False,-1.9090909090909092,-4950.0
75,2000-02-14,-610.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",100.0,False,False,False,-1.4,-4850.0
76,2000-02-15,-610.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,-4850.0
77,2000-02-16,-605.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",25.0,False,False,False,inf,-4825.0
78,2000-02-17,-595.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",50.0,False,False,False,1.0,-4775.0
79,2000-02-18,-575.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",100.0,False,False,False,1.0,-4675.0
80,2000-02-21,-775.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-1000.0,False,False,False,-11.0,-5675.0
81,2000-02-22,-715.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",300.0,False,False,False,-1.3,-5375.0
82,2000-02-23,-690.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",125.0,False,False,False,-0.5833333333333333,-5250.0
83,2000-02-24,-690.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,-5250.0
84,2000-02-25,-660.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",150.0,False,False,False,inf,-5100.0
85,2000-02-28,-660.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,-5100.0
86,2000-02-29,-660.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,,-5100.0
87,2000-03-01,-645.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",75.0,False,False,False,inf,-5025.0
88,2000-03-02,-600.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",225.0,False,False,False,2.0,-4800.0
89,2000-03-03,-555.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",225.0,False,False,False,0.0,-4575.0
90,2000-03-06,-480.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",375.0,False,False,False,0.6666666666666667,-4200.0
91,2000-03-07,-525.0,"{'long_future': 'LTH00', 'short_future': 'LTH01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-225.0,False,False,False,-1.6,-4425.0
92,2000-03-08,-539.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'previous_long_future': 'LTH00', 'previous_short_future': 'LTH01', 'event': {'rolling_over': 1}, 'missing_price_flag': False, 'tradable_day': 0}",-70.0,False,False,False,-0.6888888888888889,-4495.0
93,2000-03-09,-625.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'previous_long_future': 'LTH00', 'previous_short_future': 'LTH01', 'event': {'rolling_over': 2}, 'missing_price_flag': False, 'tradable_day': 0}",-430.0,False,False,False,5.142857142857143,-4925.0
94,2000-03-10,-460.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'previous_long_future': 'LTH00', 'previous_short_future': 'LTH01', 'event': {'rolling_over': 3}, 'missing_price_flag': False, 'tradable_day': 0}",825.0,False,False,False,-2.9186046511627906,-4100.0
95,2000-03-13,-472.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'previous_long_future': 'LTH00', 'previous_short_future': 'LTH01', 'event': {'rolling_over': 4}, 'missing_price_flag': False, 'tradable_day': 0}",-60.0,False,False,False,-1.0727272727272728,-4160.0
96,2000-03-14,-482.5,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'previous_long_future': 'LTH00', 'previous_short_future': 'LTH01', 'event': {'rolling_over': 5}, 'missing_price_flag': False, 'tradable_day': 0}",-52.5,False,False,False,-0.125,-4212.5
97,2000-03-15,-470.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",62.5,False,False,False,-2.1904761904761907,-4150.0
98,2000-03-16,-475.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-25.0,False,False,False,-1.4,-4175.0
99,2000-03-17,-437.5,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",187.5,False,False,False,-8.5,-3987.5
100,2000-03-20,-460.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-112.5,False,False,False,-1.6,-4100.0
101,2000-03-21,-435.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",125.0,False,False,False,-2.111111111111111,-3975.0
102,2000-03-22,-405.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",150.0,False,False,False,0.19999999999999996,-3825.0
103,2000-03-23,-440.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-175.0,False,False,False,-2.166666666666667,-4000.0
104,2000-03-24,-460.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-100.0,False,False,False,-0.4285714285714286,-4100.0
105,2000-03-27,-480.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-100.0,False,False,False,0.0,-4200.0
106,2000-03-28,-495.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-75.0,False,False,False,-0.25,-4275.0
107,2000-03-29,-475.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",100.0,False,False,False,-2.333333333333333,-4175.0
108,2000-03-30,-485.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-50.0,False,False,False,-1.5,-4225.0
109,2000-03-31,-485.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,-4225.0
110,2000-04-03,-445.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",200.0,False,False,False,inf,-4025.0
111,2000-04-04,-485.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-200.0,False,False,False,-2.0,-4225.0
112,2000-04-05,-470.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",75.0,False,False,False,-1.375,-4150.0
113,2000-04-06,-465.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",25.0,False,False,False,-0.6666666666666667,-4125.0
114,2000-04-07,-475.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-50.0,False,False,False,-3.0,-4175.0
115,2000-04-10,-470.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",25.0,False,False,False,-1.5,-4150.0
116,2000-04-11,-515.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-225.0,False,False,False,-10.0,-4375.0
117,2000-04-12,-465.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",250.0,False,False,False,-2.111111111111111,-4125.0
118,2000-04-13,-485.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-100.0,False,False,False,-1.4,-4225.0
119,2000-04-14,-455.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",150.0,False,False,False,-2.5,-4075.0
120,2000-04-17,-445.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",50.0,False,False,False,-0.6666666666666667,-4025.0
121,2000-04-18,-440.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",25.0,False,False,False,-0.5,-4000.0
122,2000-04-19,-405.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",175.0,False,False,False,6.0,-3825.0
123,2000-04-20,-360.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",225.0,False,False,False,0.2857142857142858,-3600.0
124,2000-04-21,-347.5,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",62.5,False,False,False,-0.7222222222222222,-3537.5
125,2000-04-24,-347.5,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,False,-1.0,-3537.5
126,2000-04-25,-370.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-112.5,False,False,False,-inf,-3650.0
127,2000-04-26,-405.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-175.0,False,False,False,0.5555555555555556,-3825.0
128,2000-04-27,-360.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",225.0,False,False,False,-2.2857142857142856,-3600.0
129,2000-04-28,-285.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",375.0,False,False,False,0.6666666666666667,-3225.0
130,2000-05-01,-270.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",75.0,False,False,False,-0.8,-3150.0
131,2000-05-02,-165.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",525.0,False,False,False,6.0,-2625.0
132,2000-05-03,-190.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-125.0,False,False,False,-1.2380952380952381,-2750.0
133,2000-05-04,-125.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",325.0,False,False,False,-3.6,-2425.0
134,2000-05-05,5.0,"{'long_future': 'LTK00', 'short_future': 'LTK01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",650.0,False,False,False,1.0,-1775.0
135,2000-05-08,-59.0,"{'long_future': 'LTN00', 'short_future': 'LTN01', 'previous_long_future': 'LTK00', 'previous_short_future': 'LTK01', 'event': {'rolling_over': 1}, 'missing_price_flag': False, 'tradable_day': 0}",-320.0,False,False,False,-1.4923076923076923,-2095.0
136,2000-05-09,-90.0,"{'long_future': 'LTN00', 'short_future': 'LTN01', 'previous_long_future': 'LTK00', 'previous_short_future': 'LTK01', 'event': {'rolling_over': 2}, 'missing_price_flag': False, 'tradable_day': 0}",-155.0,False,False,False,-0.515625,-2250.0
137,2000-05-10,-107.0,"{'long_future': 'LTN00', 'short_future': 'LTN01', 'previous_long_future': 'LTK00', 'previous_short_future': 'LTK01', 'event': {'rolling_over': 3}, 'missing_price_flag': False, 'tradable_day': 0}",-85.0,False,False,False,-0.4516129032258065,-2335.0
