,Date,KWH00,KWN00,KWK00,KWU00,KWZ00,KWH01,KWK01,KWN01,KWU01,KWZ01,KWH02,KWK02,KWN02,KWU02,KWZ02,KWH03,KWK03,KWN03,KWU03,KWZ03,KWH04,KWK04,KWN04,KWU04,KWZ04,KWH05,KWK05,KWN05,KWU05,KWZ05,KWH06,KWK06,KWN06,KWU06,KWZ06,KWH07,KWK07,KWN07,KWU07,KWZ07,KWH08,KWK08,KWN08,KWU08,KWZ08,KWH09,KWK09,KWN09,KWU09,KWZ09,KWH10,KWK10,KWN10,KWU10,KWZ10,KWH11,KWK11,KWN11,KWU11,KWZ11,KWH12,KWK12,KWN12,KWU12,KWZ12,KWH13,KWK13,KWN13,KWU13,KWZ13,KWH14,KWK14,KWN14,KWU14,KWZ14,KWH15,KWK15,KWN15,KWU15,KWZ15,KWH16,KWK16,KWN16,KWU16,KWZ16,KWH17,KWK17,KWN17,KWU17,KWZ17,KWH18,KWK18,KWN18,KWU18,KWZ18,KWH19,KWK19,KWN19,KWU19,KWZ19,KWH20,KWK20,KWN20,KWU20,KWZ20,KWH21,KWK21,KWN21,KWU21,KWZ21,KWH22,KWK22,KWN22,KWU22,KWZ22,KWH23,KWK23,KWN23,KWU23,KWZ23,PnL,PNL,IS_ROLLING,Day
1962,2006-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.0,-5800.0,,
1963,2006-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-174.5,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136.0,-6800.0,,
1964,2006-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-132.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-126.0,-6300.0,,
1965,2006-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-133.5,-6675.0,,
1966,2006-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.0,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.0,-6050.0,,
1967,2006-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.5,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-133.5,-6675.0,,
1968,2006-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.5,,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.5,-6925.0,,
1969,2006-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.75,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-147.25,-7362.5,,
1970,2006-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,,-129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.5,-6925.0,,
1971,2006-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,-139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-146.0,-7300.0,,
1972,2006-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.75,,-129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149.75,-7487.5,,
1973,2006-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.25,,-254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-124.75,-6237.5,,
1974,2006-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.75,,-130.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.5,-4675.0,,
1975,2006-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,,-259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-4300.0,,
1976,2006-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.25,,-194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.75,-2987.5,,
1977,2006-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.5,,-274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.5,-4425.0,,
1978,2006-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5,,-274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5,-3675.0,,
1979,2006-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,-239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.0,-5800.0,,
1980,2006-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,-195.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102.25,-5112.5,,
1981,2006-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,,-206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-4300.0,,
1982,2006-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5,,-209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.5,-4175.0,,
1983,2006-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.75,,-281.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.75,-4987.5,,
1984,2006-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.75,,-281.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.75,-4237.5,,
1985,2006-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,-236.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.5,-4425.0,,
1986,2006-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.75,,-224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102.25,-5112.5,,
1987,2006-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.25,,-219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.75,-4737.5,,
1988,2006-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,-221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.5,-6425.0,,
1989,2006-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5,,-169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.5,-5925.0,,
1990,2006-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,,-206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-141.0,-7050.0,,
1991,2006-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,,-209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.5,-5925.0,,
1992,2006-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,-209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-126.0,-6300.0,,
1993,2006-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,,-232.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.75,-6487.5,,
1994,2006-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25,,-259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-159.75,-7987.5,,
1995,2006-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,-304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-176.0,-8800.0,True,1.0
1996,2006-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,11.25,-221.0,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140.0,-7000.0,True,2.0
1997,2006-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,-0.25,-202.25,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-154.25,-7712.5,True,3.0
1998,2006-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,-1.0,-208.25,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-161.5,-8075.0,True,4.0
1999,2006-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75,29.0,-210.25,-10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139.25,-6962.5,True,5.0
2000,2006-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,2225.0,,
2001,2006-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,1350.0,,
2002,2006-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,725.0,,
2003,2006-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,1225.0,,
2004,2006-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,225.0,,
2005,2006-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,-69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.5,-2775.0,,
2006,2006-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,-69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.5,-2775.0,,
2007,2006-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.25,,-102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.75,-2087.5,,
2008,2006-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,-98.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.25,-2212.5,,
2009,2006-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,,-97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.5,-2275.0,,
2010,2006-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,-107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.0,-1400.0,,
2011,2006-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.75,,-140.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,-900.0,,
2012,2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,-138.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.25,-1962.5,,
2013,2006-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,-129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.5,-3525.0,,
2014,2006-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,,-129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.75,-4337.5,,
2015,2006-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5,,-45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-119.25,-5962.5,,
2016,2006-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.75,,-58.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.0,-5900.0,,
2017,2006-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.0,,-25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.75,-6087.5,,
2018,2006-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5,,-49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.0,-6150.0,,
2019,2006-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102.25,,-27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.25,-6462.5,,
2020,2006-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.75,,-40.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125.5,-6275.0,,
2021,2006-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,-47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.0,-6400.0,,
2022,2006-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.75,,-59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139.25,-6962.5,,
2023,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113.5,,-29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-143.0,-7150.0,,
2024,2006-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.5,,-37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155.5,-7775.0,,
2025,2006-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107.25,,-52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-159.25,-7962.5,,
2026,2006-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.25,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-169.25,-8462.5,,
2027,2006-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.5,,-109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-148.0,-7400.0,,
2028,2006-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.5,,-109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-148.0,-7400.0,,
2029,2006-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.5,,-120.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149.25,-7462.5,,
2030,2006-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.5,,-84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-153.0,-7650.0,,
2031,2006-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.25,,-89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-156.75,-7837.5,,
2032,2006-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.75,,-105.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-185.5,-9275.0,,
2033,2007-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.75,,-105.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-185.5,-9275.0,,
2034,2007-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.75,,-105.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-185.5,-9275.0,,
2035,2007-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-194.75,,-8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-203.0,-10150.0,,
2036,2007-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-242.25,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-211.75,-10587.5,,
2037,2007-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-222.25,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-210.5,-10525.0,,
2038,2007-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-233.5,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-208.0,-10400.0,,
2039,2007-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-271.0,,54.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-216.75,-10837.5,,
2040,2007-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-267.25,,61.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-205.5,-10275.0,,
2041,2007-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-222.25,,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.0,-9400.0,,
2042,2007-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102.25,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189.25,-9462.5,,
2043,2007-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102.25,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189.25,-9462.5,,
2044,2007-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-168.5,,-33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-201.75,-10087.5,,
2045,2007-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.5,,-69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-208.0,-10400.0,,
2046,2007-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-153.5,,-68.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-221.75,-11087.5,,
2047,2007-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-182.25,,-59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-241.75,-12087.5,,
2048,2007-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-193.5,,-59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-253.0,-12650.0,,
2049,2007-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-124.75,,-107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-231.75,-11587.5,,
