,Date,PAH00,PAU00,PAM00,PAZ00,PAH01,PAM01,PAU01,PAZ01,PAH02,PAM02,PAU02,PAZ02,PAH03,PAM03,PAU03,PAZ03,PAH04,PAM04,PAU04,PAZ04,PAH05,PAM05,PAU05,PAZ05,PAH06,PAM06,PAU06,PAZ06,PAH07,PAM07,PAU07,PAZ07,PAH08,PAM08,PAU08,PAZ08,PAH09,PAM09,PAU09,PAZ09,PAH10,PAM10,PAU10,PAZ10,PAH11,PAM11,PAU11,PAZ11,PAH12,PAM12,PAU12,PAZ12,PAH13,PAM13,PAU13,PAZ13,PAH14,PAM14,PAU14,PAZ14,PAH15,PAM15,PAU15,PAZ15,PAH16,PAM16,PAU16,PAZ16,PAH17,PAM17,PAU17,PAZ17,PAH18,PAM18,PAU18,PAZ18,PAH19,PAM19,PAU19,PAZ19,PAH20,PAM20,PAU20,PAZ20,PAH21,PAM21,PAU21,PAZ21,PAH22,PAM22,PAU22,PAZ22,PAH23,PAM23,PAU23,PAZ23,PnL,PNL,IS_ROLLING,Day
1775,2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101.74999999999989,,-2.8000000000000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.5499999999999,-10454.999999999989,,
1776,2006-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.24999999999994,,-21.299999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.5499999999999,-10454.999999999989,,
1777,2006-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.5,,-21.050000000000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.55000000000018,-10455.000000000018,,
1778,2006-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-114.99999999999977,,23.949999999999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1779,2006-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110.49999999999989,,19.449999999999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1780,2006-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.74999999999994,,4.699999999999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1781,2006-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.74999999999989,,5.699999999999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1782,2006-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.0,,19.950000000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1783,2006-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.99999999999994,,25.94999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1784,2006-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110.24999999999983,,19.199999999999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1785,2006-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-144.2499999999999,,53.19999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1786,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140.74999999999994,,49.69999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1787,2006-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-119.24999999999989,,28.199999999999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1788,2006-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-126.74999999999989,,35.69999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1789,2006-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.99999999999983,,37.949999999999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1790,2006-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134.49999999999994,,43.44999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1791,2006-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134.49999999999994,,43.44999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1792,2006-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-119.49999999999994,,28.44999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1793,2006-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.0,,29.950000000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1794,2006-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125.74999999999994,,34.69999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1795,2006-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.99999999999989,,-18.050000000000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1796,2007-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.99999999999989,,-18.050000000000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1797,2007-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.99999999999989,,-18.050000000000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1798,2007-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.24999999999983,,-35.800000000000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1799,2007-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.74999999999983,,-53.300000000000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1800,2007-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.99999999999977,,-1.050000000000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1801,2007-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.99999999999977,,13.949999999999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1802,2007-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107.74999999999983,,16.699999999999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1803,2007-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.0,,19.950000000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1804,2007-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101.24999999999977,,10.199999999999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1805,2007-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.74999999999994,,-0.30000000000001137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1806,2007-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.74999999999994,,-0.30000000000001137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1807,2007-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.24999999999977,,-4.800000000000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1808,2007-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.74999999999994,,-40.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1809,2007-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.5,,-42.549999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1810,2007-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.0,,-50.049999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1811,2007-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.999999999999943,,-59.05000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1812,2007-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.749999999999773,,-77.30000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1813,2007-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.75,,-71.29999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1814,2007-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.750000000000057,,-102.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1815,2007-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.749999999999943,,-80.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1816,2007-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.74999999999994,,-49.30000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.05000000000001,-9005.000000000002,,
1817,2007-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.249999999999886,,-31.55000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.7999999999999,-9079.999999999989,,
1818,2007-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.74999999999983,,-27.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.54999999999984,-9054.999999999984,,
1819,2007-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.0,,-47.549999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.54999999999995,-8854.999999999996,,
1820,2007-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.24999999999989,,-11.800000000000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.04999999999995,-8604.999999999996,,
1821,2007-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.74999999999977,,-32.30000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.04999999999995,-8604.999999999996,,
1822,2007-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.24999999999983,,-43.799999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.04999999999978,-8904.999999999978,,
1823,2007-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.49999999999994,,-51.55000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,,
1824,2007-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.499999999999886,,-30.550000000000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.04999999999995,-9104.999999999996,True,1.0
1825,2007-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.89999999999998,-12.499999999999943,-33.14999999999998,-0.6499999999999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.19999999999987,-10419.999999999987,True,2.0
1826,2007-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.59999999999991,-19.999999999999943,-21.899999999999977,6.850000000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.6499999999998,-10464.99999999998,True,3.0
1827,2007-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.899999999999864,0.7000000000001592,-35.700000000000045,-13.85000000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.74999999999983,-10474.999999999984,True,4.0
1828,2007-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.649999999999864,5.500000000000114,-36.900000000000034,-18.650000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.69999999999982,-10469.999999999982,True,5.0
1829,2007-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.749999999999943,,-3.3999999999999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.14999999999992,-1314.999999999992,,
1830,2007-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,,-5.150000000000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.15000000000009,-2015.000000000009,,
1831,2007-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,,-5.150000000000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.15000000000009,-2015.000000000009,,
1832,2007-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.0,,10.60000000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.39999999999992,-1439.999999999992,,
1833,2007-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9999999999998863,,-12.400000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.39999999999992,-1439.999999999992,,
1834,2007-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.000000000000227,,-46.65000000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.64999999999992,-1564.999999999992,,
1835,2007-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.00000000000006,,-84.64999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.64999999999992,-1564.999999999992,,
1836,2007-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.000000000000114,,-76.15000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1837,2007-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.50000000000023,,-51.65000000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1838,2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.50000000000023,,-51.65000000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1839,2007-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75000000000017,,-38.90000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1840,2007-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5000000000002274,,-21.650000000000148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1841,2007-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.499999999999886,,-3.650000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1842,2007-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,-28.14999999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1843,2007-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.250000000000114,,-37.400000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1844,2007-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75000000000017,,-33.90000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1845,2007-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,-50.64999999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1846,2007-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.500000000000114,,-48.650000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1847,2007-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.500000000000114,,-38.650000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1848,2007-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.000000000000114,,-36.150000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1849,2007-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000000000000057,,-27.149999999999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1850,2007-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,-30.64999999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1851,2007-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.000000000000227,,-39.15000000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1852,2007-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.00000000000017,,-45.15000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1853,2007-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.500000000000114,,-28.650000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1854,2007-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.250000000000114,,-57.400000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1855,2007-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.000000000000114,,-66.15000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1856,2007-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.500000000000114,,-63.650000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1857,2007-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.500000000000114,,-48.650000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1858,2007-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.75000000000023,,-57.90000000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1859,2007-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.500000000000114,,-48.650000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1860,2007-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.750000000000114,,-54.900000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1861,2007-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.000000000000057,,-37.14999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1862,2007-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.250000000000114,,-47.400000000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1863,2007-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,,-39.39999999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.14999999999992,-1814.999999999992,,
1864,2007-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,-49.15000000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.650000000000148,-1665.0000000000148,,
1865,2007-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,-49.15000000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.650000000000148,-1665.0000000000148,,
1866,2007-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.500000000000114,,-57.14999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.649999999999864,-1664.9999999999864,,
1867,2007-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.75000000000006,,-84.39999999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.649999999999864,-1664.9999999999864,,
1868,2007-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.25000000000017,,-114.90000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.649999999999864,-1664.9999999999864,,
1869,2007-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.00000000000017,,-138.65000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.649999999999864,-1664.9999999999864,,
